"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T21:18:00.000", "2023-01-03T21:36:00.000", ... , "2042-12-30T01:12:00.000", "2042-12-31T02:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2023-12-11 22:12:00.000000 UTC","2460290.4250000000 JD UTC"
"2023-12-12 22:42:00.000000 UTC","2460291.4458333333 JD UTC"
"2023-12-13 23:18:00.000000 UTC","2460292.4708333330 JD UTC"
"2023-12-15 00:00:00.000000 UTC","2460293.5000000000 JD UTC"
"2023-12-16 00:48:00.000000 UTC","2460294.5333333330 JD UTC"
"2023-12-17 01:48:00.000000 UTC","2460295.5750000000 JD UTC"
"2023-12-18 03:00:00.000000 UTC","2460296.6250000000 JD UTC"
"2023-12-19 04:30:00.000000 UTC","2460297.6875000000 JD UTC"
"2023-12-22 21:06:00.000000 UTC","2460301.3791666670 JD UTC"
"2023-12-23 21:06:00.000000 UTC","2460302.3791666670 JD UTC"
"2023-12-24 21:30:00.000000 UTC","2460303.3958333335 JD UTC"
"2023-12-25 22:06:00.000000 UTC","2460304.4208333334 JD UTC"
"2023-12-26 22:48:00.000000 UTC","2460305.4500000000 JD UTC"
"2023-12-27 23:30:00.000000 UTC","2460306.4791666665 JD UTC"
"2023-12-29 00:18:00.000000 UTC","2460307.5125000000 JD UTC"
"2023-12-30 01:06:00.000000 UTC","2460308.5458333334 JD UTC"
"2023-12-31 02:00:00.000000 UTC","2460309.5833333335 JD UTC"
"2024-01-01 03:48:00.000000 UTC","2460310.6583333330 JD UTC"
"2024-01-07 21:12:00.000000 UTC","2460317.3833333333 JD UTC"
"2024-01-08 21:18:00.000000 UTC","2460318.3875000000 JD UTC"
"2024-01-09 21:42:00.000000 UTC","2460319.4041666670 JD UTC"
"2024-01-10 22:18:00.000000 UTC","2460320.4291666667 JD UTC"
"2024-01-11 22:54:00.000000 UTC","2460321.4541666666 JD UTC"
"2024-01-12 23:42:00.000000 UTC","2460322.4875000000 JD UTC"
"2024-01-14 00:30:00.000000 UTC","2460323.5208333335 JD UTC"
"2024-01-15 01:30:00.000000 UTC","2460324.5625000000 JD UTC"
"2024-01-16 02:54:00.000000 UTC","2460325.6208333330 JD UTC"
"2024-01-20 20:18:00.000000 UTC","2460330.3458333330 JD UTC"
"2024-01-21 20:48:00.000000 UTC","2460331.3666666667 JD UTC"
"2024-01-22 21:24:00.000000 UTC","2460332.3916666666 JD UTC"
"2024-01-23 22:00:00.000000 UTC","2460333.4166666665 JD UTC"
"2024-01-24 22:42:00.000000 UTC","2460334.4458333333 JD UTC"
"2024-01-25 23:24:00.000000 UTC","2460335.4750000000 JD UTC"
"2024-01-27 00:06:00.000000 UTC","2460336.5041666670 JD UTC"
"2024-01-28 00:54:00.000000 UTC","2460337.5375000000 JD UTC"
"2024-01-29 02:00:00.000000 UTC","2460338.5833333335 JD UTC"
"2024-02-05 20:24:00.000000 UTC","2460346.3500000000 JD UTC"
"2024-02-06 20:48:00.000000 UTC","2460347.3666666667 JD UTC"
"2024-02-07 21:18:00.000000 UTC","2460348.3875000000 JD UTC"
"2024-02-08 21:54:00.000000 UTC","2460349.4125000000 JD UTC"
"2024-02-09 22:42:00.000000 UTC","2460350.4458333333 JD UTC"
"2024-02-10 23:30:00.000000 UTC","2460351.4791666665 JD UTC"
"2024-02-12 00:24:00.000000 UTC","2460352.5166666666 JD UTC"
"2024-02-13 01:36:00.000000 UTC","2460353.5666666670 JD UTC"
"2024-02-17 19:12:00.000000 UTC","2460358.3000000000 JD UTC"
"2024-02-18 19:48:00.000000 UTC","2460359.3250000000 JD UTC"
"2024-02-19 20:36:00.000000 UTC","2460360.3583333334 JD UTC"
"2024-02-20 21:18:00.000000 UTC","2460361.3875000000 JD UTC"
