"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-06 08:17:58.410835 UTC to 1980-01-06 08:17:58.410835 UTC", ... , "2080-12-19 12:52:50.486181 UTC to 2080-12-19 12:52:50.486181 UTC"], items=2711"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"1989-04-03 08:27:54.042289 UTC","2447619.8527088226 JD UTC"
"1989-04-16 06:10:06.278341 UTC","2447632.7570171105 JD UTC"
"1989-04-30 14:05:19.959236 UTC","2447647.0870365654 JD UTC"
"1989-05-13 08:25:36.602329 UTC","2447659.8511180826 JD UTC"
"1989-05-27 16:01:14.287517 UTC","2447674.1675264760 JD UTC"
"1989-06-09 11:21:20.286946 UTC","2447686.9731514690 JD UTC"
"1989-06-23 17:35:28.248944 UTC","2447701.2329658440 JD UTC"
"1989-07-06 16:22:48.053525 UTC","2447714.1825006194 JD UTC"
"1989-07-20 22:05:31.139062 UTC","2447728.4204992945 JD UTC"
"1989-08-02 23:03:43.451280 UTC","2447741.4609195750 JD UTC"
"1989-08-17 06:10:26.407293 UTC","2447755.7572500845 JD UTC"
"1989-08-30 05:37:55.243679 UTC","2447768.7346671720 JD UTC"
"1989-09-13 15:53:38.764723 UTC","2447783.1622542213 JD UTC"
"1989-09-26 10:16:56.021588 UTC","2447795.9284261760 JD UTC"
"1989-10-11 00:03:19.294985 UTC","2447810.5023066550 JD UTC"
"1989-10-23 12:32:38.015084 UTC","2447823.0226622117 JD UTC"
"1989-11-07 04:15:37.367648 UTC","2447837.6775158294 JD UTC"
"1989-11-19 14:20:20.269410 UTC","2447850.0974568217 JD UTC"
"1989-12-04 05:28:09.508172 UTC","2447864.7278878260 JD UTC"
"1989-12-16 18:43:06.840491 UTC","2447877.2799402834 JD UTC"
"1989-12-31 07:43:22.138623 UTC","2447891.8217840120 JD UTC"
"1990-01-13 02:24:18.375832 UTC","2447904.6002126834 JD UTC"
"1990-01-27 13:45:46.248120 UTC","2447919.0734519460 JD UTC"
"1990-02-09 10:55:58.219587 UTC","2447931.9555349490 JD UTC"
"1990-02-23 22:32:41.842131 UTC","2447946.4393731730 JD UTC"
"1990-03-08 17:10:14.199238 UTC","2447959.2154421210 JD UTC"
"1990-03-23 06:49:56.590119 UTC","2447973.7846827560 JD UTC"
"1990-04-04 19:59:35.333536 UTC","2447986.3330478417 JD UTC"
"1990-04-19 12:00:11.776228 UTC","2448001.0001362990 JD UTC"
"1990-05-01 21:22:17.089512 UTC","2448013.3904755730 JD UTC"
"1990-05-16 14:12:08.026678 UTC","2448028.0917595680 JD UTC"
"1990-05-29 00:42:12.681064 UTC","2448040.5293134380 JD UTC"
"1990-06-12 16:04:02.463415 UTC","2448055.1694729560 JD UTC"
"1990-06-25 07:32:31.423338 UTC","2448067.8142525847 JD UTC"
"1990-07-09 20:02:19.738919 UTC","2448082.3349506820 JD UTC"
"1990-07-22 16:33:09.102452 UTC","2448095.1896886860 JD UTC"
"1990-08-06 02:30:13.954130 UTC","2448109.6043281727 JD UTC"
"1990-08-19 00:57:21.884530 UTC","2448122.5398366265 JD UTC"
"1990-09-02 09:59:53.343537 UTC","2448136.9165896242 JD UTC"
"1990-09-15 06:18:18.929848 UTC","2448149.7627190957 JD UTC"
"1990-09-29 16:15:36.744273 UTC","2448164.1775086145 JD UTC"
"1990-10-12 08:13:54.185563 UTC","2448176.8429882587 JD UTC"
"1990-10-26 19:49:44.917826 UTC","2448191.3262143265 JD UTC"
"1990-11-08 09:37:07.084186 UTC","2448203.9007764375 JD UTC"
"1990-11-22 21:41:29.159877 UTC","2448218.4038097207 JD UTC"
"1990-12-05 14:31:43.143407 UTC","2448231.1053604563 JD UTC"
"1990-12-20 00:31:23.738173 UTC","2448245.5218025250 JD UTC"
"1991-01-01 23:51:10.625111 UTC","2448258.4938729760 JD UTC"
"1991-01-16 05:42:36.244348 UTC","2448272.7379194950 JD UTC"
"1991-01-29 10:30:08.575411 UTC","2448285.9375992524 JD UTC"
"1991-02-12 12:11:48.735581 UTC","2448300.0082029580 JD UTC"
"1991-02-25 18:22:13.160113 UTC","2448313.2654300937 JD UTC"
"1991-03-11 17:50:41.024511 UTC","2448327.2435303763 JD UTC"
"1991-03-24 21:41:02.180251 UTC","2448340.4034974566 JD UTC"
"1991-04-07 21:28:12.261600 UTC","2448354.3945863610 JD UTC"
"1991-04-20 22:43:44.724213 UTC","2448367.4470454190 JD UTC"
"1991-05-04 23:57:38.375950 UTC","2448381.4983608327 JD UTC"
"1991-05-18 01:48:08.092366 UTC","2448394.5750936614 JD UTC"
"1991-06-01 03:08:00.209661 UTC","2448408.6305579823 JD UTC"
"1991-06-14 09:00:11.298097 UTC","2448421.8751307650 JD UTC"
"1991-06-28 07:47:13.077626 UTC","2448435.8244569170 JD UTC"
"1991-07-11 19:00:30.027446 UTC","2448449.2920142068 JD UTC"
"1991-07-25 13:19:06.959990 UTC","2448463.0549416670 JD UTC"
"1991-08-08 04:43:47.723769 UTC","2448476.6970801363 JD UTC"
"1991-08-21 18:28:03.779241 UTC","2448490.2694881856 JD UTC"
"1991-09-04 11:13:28.520444 UTC","2448503.9676912087 JD UTC"
"1991-09-17 22:14:56.222698 UTC","2448517.4270396144 JD UTC"
"1991-10-01 13:38:43.749748 UTC","2448531.0685619186 JD UTC"
"1991-10-15 00:55:59.734861 UTC","2448544.5388858200 JD UTC"
"1991-10-28 14:44:15.380015 UTC","2448558.1140668984 JD UTC"
"1991-11-11 04:06:58.959782 UTC","2448571.6715157380 JD UTC"
"1991-11-24 18:56:29.464066 UTC","2448585.2892299080 JD UTC"
"1991-12-08 08:58:03.666220 UTC","2448598.8736535440 JD UTC"
"1991-12-22 03:52:57.538078 UTC","2448612.6617770610 JD UTC"
"1992-01-04 14:48:16.570481 UTC","2448626.1168584544 JD UTC"
"1992-01-18 14:58:57.768899 UTC","2448640.1242797330 JD UTC"
"1992-01-31 19:51:17.780011 UTC","2448653.3272891203 JD UTC"
"1992-02-14 23:54:04.092699 UTC","2448667.4958807025 JD UTC"
"1992-02-27 23:03:02.968459 UTC","2448680.4604510237 JD UTC"
"1992-03-13 04:04:27.659085 UTC","2448694.6697645728 JD UTC"
"1992-03-26 01:18:23.923444 UTC","2448707.5544435580 JD UTC"
"1992-04-09 05:11:54.435316 UTC","2448721.7166022607 JD UTC"
"1992-04-22 04:44:26.834025 UTC","2448734.6975328014 JD UTC"
"1992-05-06 07:36:12.500014 UTC","2448748.8168113427 JD UTC"
"1992-05-19 10:16:38.153899 UTC","2448761.9282193740 JD UTC"
"1992-06-02 13:49:34.775446 UTC","2448776.0760969380 JD UTC"
"1992-06-15 16:51:57.754930 UTC","2448789.2027517930 JD UTC"
