"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2023-06-04 15:30:00.000000 UTC","2460100.1458333335 JD UTC"
"2023-06-05 16:24:00.000000 UTC","2460101.1833333330 JD UTC"
"2023-06-06 17:12:00.000000 UTC","2460102.2166666670 JD UTC"
"2023-06-07 18:00:00.000000 UTC","2460103.2500000000 JD UTC"
"2023-06-08 18:42:00.000000 UTC","2460104.2791666670 JD UTC"
"2023-06-09 19:12:00.000000 UTC","2460105.3000000000 JD UTC"
"2023-06-10 19:30:00.000000 UTC","2460106.3125000000 JD UTC"
"2023-06-14 11:30:00.000000 UTC","2460109.9791666665 JD UTC"
"2023-06-15 12:54:00.000000 UTC","2460111.0375000000 JD UTC"
"2023-06-16 14:00:00.000000 UTC","2460112.0833333335 JD UTC"
"2023-06-17 14:48:00.000000 UTC","2460113.1166666667 JD UTC"
"2023-06-18 15:24:00.000000 UTC","2460114.1416666666 JD UTC"
"2023-06-19 16:00:00.000000 UTC","2460115.1666666665 JD UTC"
"2023-06-20 16:30:00.000000 UTC","2460116.1875000000 JD UTC"
"2023-06-21 17:00:00.000000 UTC","2460117.2083333335 JD UTC"
"2023-06-22 17:18:00.000000 UTC","2460118.2208333330 JD UTC"
"2023-06-23 17:30:00.000000 UTC","2460119.2291666665 JD UTC"
"2023-06-30 12:06:00.000000 UTC","2460126.0041666670 JD UTC"
"2023-07-01 13:24:00.000000 UTC","2460127.0583333330 JD UTC"
"2023-07-02 14:24:00.000000 UTC","2460128.1000000000 JD UTC"
"2023-07-03 15:18:00.000000 UTC","2460129.1375000000 JD UTC"
"2023-07-04 16:06:00.000000 UTC","2460130.1708333334 JD UTC"
"2023-07-05 16:48:00.000000 UTC","2460131.2000000000 JD UTC"
"2023-07-06 17:24:00.000000 UTC","2460132.2250000000 JD UTC"
"2023-07-07 17:48:00.000000 UTC","2460133.2416666667 JD UTC"
"2023-07-08 17:54:00.000000 UTC","2460134.2458333330 JD UTC"
"2023-07-13 11:30:00.000000 UTC","2460138.9791666665 JD UTC"
"2023-07-14 12:42:00.000000 UTC","2460140.0291666670 JD UTC"
"2023-07-15 13:36:00.000000 UTC","2460141.0666666670 JD UTC"
"2023-07-16 14:18:00.000000 UTC","2460142.0958333330 JD UTC"
"2023-07-17 14:48:00.000000 UTC","2460143.1166666667 JD UTC"
"2023-07-18 15:18:00.000000 UTC","2460144.1375000000 JD UTC"
"2023-07-19 15:42:00.000000 UTC","2460145.1541666670 JD UTC"
"2023-07-20 16:00:00.000000 UTC","2460146.1666666665 JD UTC"
"2023-07-21 16:00:00.000000 UTC","2460147.1666666665 JD UTC"
"2023-07-28 09:36:00.000000 UTC","2460153.9000000000 JD UTC"
"2023-07-29 11:48:00.000000 UTC","2460154.9916666667 JD UTC"
"2023-07-30 13:00:00.000000 UTC","2460156.0416666665 JD UTC"
"2023-07-31 14:00:00.000000 UTC","2460157.0833333335 JD UTC"
"2023-08-01 14:48:00.000000 UTC","2460158.1166666667 JD UTC"
"2023-08-02 15:24:00.000000 UTC","2460159.1416666666 JD UTC"
"2023-08-03 15:54:00.000000 UTC","2460160.1625000000 JD UTC"
"2023-08-04 16:18:00.000000 UTC","2460161.1791666667 JD UTC"
"2023-08-05 16:18:00.000000 UTC","2460162.1791666667 JD UTC"
"2023-08-10 09:00:00.000000 UTC","2460166.8750000000 JD UTC"
