"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-17 21:44:41.395938 UTC to 1980-01-17 21:44:41.395938 UTC", ... , "2080-12-11 07:01:34.155673 UTC to 2080-12-11 07:01:34.155673 UTC"], items=1249"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"1992-06-01 04:15:04.217928 UTC","2448774.6771321520 JD UTC"
"1992-06-30 12:10:55.258996 UTC","2448804.0075840163 JD UTC"
"1992-07-29 19:11:28.692161 UTC","2448833.2996376410 JD UTC"
"1992-08-28 02:24:59.491677 UTC","2448862.6006885610 JD UTC"
"1992-09-26 10:47:39.936740 UTC","2448891.9497677865 JD UTC"
"1992-10-25 21:00:32.262517 UTC","2448921.3753734087 JD UTC"
"1992-11-24 09:30:30.778858 UTC","2448950.8961895700 JD UTC"
"1992-12-24 00:31:28.719050 UTC","2448980.5218601744 JD UTC"
"1993-01-22 17:55:10.748552 UTC","2449010.2466521820 JD UTC"
"1993-02-21 12:49:27.071481 UTC","2449040.0343411053 JD UTC"
"1993-03-23 07:33:30.079369 UTC","2449069.8149314740 JD UTC"
"1993-04-22 00:21:39.829962 UTC","2449099.5150443283 JD UTC"
"1993-05-21 14:19:48.523501 UTC","2449129.0970893926 JD UTC"
"1993-06-20 01:36:45.977182 UTC","2449158.5671988100 JD UTC"
"1993-07-19 10:57:50.659621 UTC","2449187.9568363380 JD UTC"
"1993-08-17 19:17:15.311123 UTC","2449217.3036494344 JD UTC"
"1993-09-16 03:24:24.488736 UTC","2449246.6419501010 JD UTC"
"1993-10-15 12:01:26.262561 UTC","2449276.0009984095 JD UTC"
"1993-11-13 21:45:28.584593 UTC","2449305.4065808402 JD UTC"
"1993-12-13 09:10:31.882052 UTC","2449334.8823134500 JD UTC"
"1994-01-11 22:42:38.080528 UTC","2449364.4462740803 JD UTC"
"1994-02-10 14:22:54.428167 UTC","2449394.0992410667 JD UTC"
"1994-03-12 07:29:46.840818 UTC","2449423.8123476948 JD UTC"
"1994-04-11 00:49:04.356459 UTC","2449453.5340782000 JD UTC"
"1994-05-10 17:12:08.945438 UTC","2449483.2167702020 JD UTC"
"1994-06-09 08:01:59.640695 UTC","2449512.8347180635 JD UTC"
"1994-07-08 21:09:27.635821 UTC","2449542.3815698590 JD UTC"
"1994-08-07 08:40:50.456198 UTC","2449571.8616950950 JD UTC"
"1994-09-05 18:53:58.188026 UTC","2449601.2874790280 JD UTC"
"1994-10-05 04:19:53.090963 UTC","2449630.6804755900 JD UTC"
"1994-11-03 13:39:38.059351 UTC","2449660.0691905017 JD UTC"
"1994-12-02 23:34:09.260087 UTC","2449689.4820516210 JD UTC"
"1995-01-01 10:33:12.930559 UTC","2449718.9397329926 JD UTC"
"1995-01-30 22:48:44.521301 UTC","2449748.4505152930 JD UTC"
"1995-03-01 12:14:33.465644 UTC","2449778.0101095560 JD UTC"
"1995-03-31 02:34:24.077153 UTC","2449807.6072231154 JD UTC"
"1995-04-29 17:33:01.889964 UTC","2449837.2312718746 JD UTC"
"1995-05-29 08:57:07.838367 UTC","2449866.8730073883 JD UTC"
"1995-06-28 00:24:14.220447 UTC","2449896.5168312550 JD UTC"
"1995-07-27 15:17:17.786543 UTC","2449926.1370114180 JD UTC"
"1995-08-26 04:59:30.926354 UTC","2449955.7079968327 JD UTC"
"1995-09-24 17:18:18.899994 UTC","2449985.2210520830 JD UTC"
"1995-10-24 04:33:04.433123 UTC","2450014.6896346426 JD UTC"
"1995-11-22 15:19:16.271969 UTC","2450044.1383827776 JD UTC"
"1995-12-22 02:04:50.640380 UTC","2450073.5866972264 JD UTC"
"1996-01-20 12:58:15.007352 UTC","2450103.0404514740 JD UTC"
"1996-02-18 23:56:10.645598 UTC","2450132.4973454350 JD UTC"
"1996-03-19 11:02:06.450479 UTC","2450161.9597968804 JD UTC"
"1996-04-17 22:37:54.024301 UTC","2450191.4429863924 JD UTC"
"1996-05-17 11:16:07.988723 UTC","2450220.9695369066 JD UTC"
"1996-06-16 01:17:07.888927 UTC","2450250.5535635290 JD UTC"
"1996-07-15 16:28:28.169103 UTC","2450280.1864371425 JD UTC"
"1996-08-14 08:07:21.509964 UTC","2450309.8384434020 JD UTC"
"1996-09-12 23:27:17.195982 UTC","2450339.4772823610 JD UTC"
"1996-10-12 14:02:35.620513 UTC","2450369.0851344964 JD UTC"
"1996-11-11 03:48:17.239095 UTC","2450398.6585328598 JD UTC"
"1996-12-10 16:43:16.422996 UTC","2450428.1967178590 JD UTC"
"1997-01-09 04:40:10.225936 UTC","2450457.6945628000 JD UTC"
"1997-02-07 15:31:43.089270 UTC","2450487.1470264960 JD UTC"
"1997-03-09 01:24:23.293559 UTC","2450516.5586029347 JD UTC"
"1997-04-07 10:45:44.815643 UTC","2450545.9484353660 JD UTC"
"1997-05-06 20:20:05.824068 UTC","2450575.3472896300 JD UTC"
"1997-06-05 06:54:06.968219 UTC","2450604.7875806508 JD UTC"
"1997-07-04 18:59:58.561281 UTC","2450634.2916500150 JD UTC"
"1997-08-03 08:46:47.366115 UTC","2450663.8658259967 JD UTC"
"1997-09-02 00:04:29.178736 UTC","2450693.5031154947 JD UTC"
"1997-10-01 16:31:00.387575 UTC","2450723.1881989300 JD UTC"
"1997-10-31 09:30:12.392582 UTC","2450752.8959767660 JD UTC"
"1997-11-30 02:06:40.146323 UTC","2450782.5879646563 JD UTC"
"1997-12-29 17:18:26.545446 UTC","2450812.2211405723 JD UTC"
"1998-01-28 06:26:18.394470 UTC","2450841.7682684544 JD UTC"
"1998-02-26 17:28:57.283200 UTC","2450871.2284407780 JD UTC"
